FLOPs,Patch size,Tokens,Encoder parameters,Global model parameters,Decoder parameters,Global model dimension,Encoder/Decoder dimension,Global model layers,Decoder layers
l,2.0,177259730872.87527,4629053.4399999995,41666437.120000005,4629053.4399999995,704,704,7,1.0
xl,2.0,354519461745.75055,4629053.4399999995,41666437.120000005,4629053.4399999995,704,704,7,1.0
s,2.0,32062260169.163975,4629053.4399999995,49586503.68,4629053.4399999995,768,704,7,1.0
m,2.0,80155650422.90994,4629053.4399999995,49586503.68,4629053.4399999995,768,704,7,1.0
l,2.0,160311300845.8199,4629053.4399999995,49586503.68,4629053.4399999995,768,704,7,1.0
xl,2.0,320622601691.6398,4629053.4399999995,49586503.68,4629053.4399999995,768,704,7,1.0
s,2.0,29849454063.51459,5508956.16,49586503.68,5508956.16,768,768,7,1.0
m,2.0,74623635158.78648,5508956.16,49586503.68,5508956.16,768,768,7,1.0
l,2.0,149247270317.57297,5508956.16,49586503.68,5508956.16,768,768,7,1.0
xl,2.0,298494540635.14594,5508956.16,49586503.68,5508956.16,768,768,7,1.0
s,2.0,80024739296.04453,1874575.3599999999,19283640.32,1874575.3599999999,448,448,8,1.0
s,2.0,61542807483.22727,2448424.96,25186795.52,2448424.96,512,512,8,1.0
s,2.0,48796059889.14534,3098787.84,31877038.08,3098787.84,576,576,8,1.0
s,2.0,39635430142.71291,3825664.0,39354368.0,3825664.0,640,640,8,1.0
m,2.0,99088575356.78229,3825664.0,39354368.0,3825664.0,640,640,8,1.0
l,2.0,198177150713.56458,3825664.0,39354368.0,3825664.0,640,640,8,1.0
xl,2.0,396354301427.12915,3825664.0,39354368.0,3825664.0,640,640,8,1.0
s,2.0,35282164282.2472,3825664.0,47618785.28,3825664.0,704,640,8,1.0
m,2.0,88205410705.618,3825664.0,47618785.28,3825664.0,704,640,8,1.0
l,2.0,176410821411.236,3825664.0,47618785.28,3825664.0,704,640,8,1.0
xl,2.0,352821642822.472,3825664.0,47618785.28,3825664.0,704,640,8,1.0
s,2.0,36569283075.41281,4629053.4399999995,39354368.0,4629053.4399999995,640,704,8,1.0
m,2.0,91423207688.53203,4629053.4399999995,39354368.0,4629053.4399999995,640,704,8,1.0
l,2.0,182846415377.06406,4629053.4399999995,39354368.0,4629053.4399999995,640,704,8,1.0
xl,2.0,365692830754.1281,4629053.4399999995,39354368.0,4629053.4399999995,640,704,8,1.0
s,2.0,32831735851.38144,4629053.4399999995,47618785.28,4629053.4399999995,704,704,8,1.0
m,2.0,82079339628.4536,4629053.4399999995,47618785.28,4629053.4399999995,704,704,8,1.0
l,2.0,164158679256.9072,4629053.4399999995,47618785.28,4629053.4399999995,704,704,8,1.0
xl,2.0,328317358513.8144,4629053.4399999995,47618785.28,4629053.4399999995,704,704,8,1.0
s,2.0,29527727944.42188,4629053.4399999995,56670289.92,4629053.4399999995,768,704,8,1.0
m,2.0,73819319861.0547,4629053.4399999995,56670289.92,4629053.4399999995,768,704,8,1.0
l,2.0,147638639722.1094,4629053.4399999995,56670289.92,4629053.4399999995,768,704,8,1.0
xl,2.0,295277279444.2188,4629053.4399999995,56670289.92,4629053.4399999995,768,704,8,1.0
s,2.0,30515279942.97929,5508956.16,47618785.28,5508956.16,704,768,8,1.0
m,2.0,76288199857.44823,5508956.16,47618785.28,5508956.16,704,768,8,1.0
l,2.0,152576399714.89645,5508956.16,47618785.28,5508956.16,704,768,8,1.0
xl,2.0,305152799429.7929,5508956.16,47618785.28,5508956.16,704,768,8,1.0
s,2.0,27640644799.546677,5508956.16,56670289.92,5508956.16,768,768,8,1.0
m,2.0,69101611998.8667,5508956.16,56670289.92,5508956.16,768,768,8,1.0
l,2.0,138203223997.7334,5508956.16,56670289.92,5508956.16,768,768,8,1.0
xl,2.0,276406447995.4668,5508956.16,56670289.92,5508956.16,768,768,8,1.0
s,2.0,74559248668.00201,1874575.3599999999,21694095.36,1874575.3599999999,448,448,9,1.0
s,2.0,66946225535.385574,2448424.96,21694095.36,2448424.96,448,512,9,1.0
s,2.0,57328577097.74527,2448424.96,28335144.96,2448424.96,512,512,9,1.0
s,2.0,52177775106.275696,3098787.84,28335144.96,3098787.84,512,576,9,1.0
s,2.0,45447839667.11879,3098787.84,35861667.839999996,3098787.84,576,576,9,1.0
m,2.0,113619599167.79698,3098787.84,35861667.839999996,3098787.84,576,576,9,1.0
l,2.0,227239198335.59396,3098787.84,35861667.839999996,3098787.84,576,576,9,1.0
xl,2.0,454478396671.1879,3098787.84,35861667.839999996,3098787.84,576,576,9,1.0
s,2.0,41802669142.561844,3825664.0,35861667.839999996,3825664.0,576,640,9,1.0
m,2.0,104506672856.40462,3825664.0,35861667.839999996,3825664.0,576,640,9,1.0
l,2.0,209013345712.80923,3825664.0,35861667.839999996,3825664.0,576,640,9,1.0
xl,2.0,418026691425.61847,3825664.0,35861667.839999996,3825664.0,576,640,9,1.0
s,2.0,36911308916.35484,3825664.0,44273664.0,3825664.0,640,640,9,1.0
m,2.0,92278272290.8871,3825664.0,44273664.0,3825664.0,640,640,9,1.0
l,2.0,184556544581.7742,3825664.0,44273664.0,3825664.0,640,640,9,1.0
xl,2.0,369113089163.5484,3825664.0,44273664.0,3825664.0,640,640,9,1.0
s,2.0,34237933500.44512,4629053.4399999995,44273664.0,4629053.4399999995,640,704,9,1.0
m,2.0,85594833751.11281,4629053.4399999995,44273664.0,4629053.4399999995,640,704,9,1.0
l,2.0,171189667502.22562,4629053.4399999995,44273664.0,4629053.4399999995,640,704,9,1.0
xl,2.0,342379335004.45123,4629053.4399999995,44273664.0,4629053.4399999995,640,704,9,1.0
s,2.0,30572182909.819084,4629053.4399999995,53571133.44,4629053.4399999995,704,704,9,1.0
m,2.0,76430457274.54771,4629053.4399999995,53571133.44,4629053.4399999995,704,704,9,1.0
l,2.0,152860914549.09543,4629053.4399999995,53571133.44,4629053.4399999995,704,704,9,1.0
xl,2.0,305721829098.19086,4629053.4399999995,53571133.44,4629053.4399999995,704,704,9,1.0
s,2.0,28553801575.475414,5508956.16,53571133.44,5508956.16,704,768,9,1.0
m,2.0,71384503938.68854,5508956.16,53571133.44,5508956.16,704,768,9,1.0
l,2.0,142769007877.37708,5508956.16,53571133.44,5508956.16,704,768,9,1.0
xl,2.0,285538015754.75415,5508956.16,53571133.44,5508956.16,704,768,9,1.0
s,2.0,25736208752.228218,5508956.16,63754076.160000004,5508956.16,768,768,9,1.0
m,2.0,64340521880.57055,5508956.16,63754076.160000004,5508956.16,768,768,9,1.0
l,2.0,128681043761.1411,5508956.16,63754076.160000004,5508956.16,768,768,9,1.0
xl,2.0,257362087522.2822,5508956.16,63754076.160000004,5508956.16,768,768,9,1.0
s,2.0,80049104297.91197,1874575.3599999999,17315758.080000002,1874575.3599999999,384,448,10,1.0
s,2.0,60497610170.16517,2448424.96,23568670.72,2448424.96,448,512,10,1.0
s,2.0,47320471129.57614,3098787.84,30783569.92,3098787.84,512,576,10,1.0
s,2.0,38021215351.49458,3825664.0,38960455.67999999,3825664.0,576,640,10,1.0
m,2.0,95053038378.73645,3825664.0,38960455.67999999,3825664.0,576,640,10,1.0
l,2.0,190106076757.4729,3825664.0,38960455.67999999,3825664.0,576,640,10,1.0
xl,2.0,380212153514.9458,3825664.0,38960455.67999999,3825664.0,576,640,10,1.0
s,2.0,35190812524.55545,4629053.4399999995,38960455.67999999,4629053.4399999995,576,704,10,1.0
m,2.0,87977031311.38863,4629053.4399999995,38960455.67999999,4629053.4399999995,576,704,10,1.0
l,2.0,175954062622.77725,4629053.4399999995,38960455.67999999,4629053.4399999995,576,704,10,1.0
xl,2.0,351908125245.5545,4629053.4399999995,38960455.67999999,4629053.4399999995,576,704,10,1.0
s,2.0,31215481296.472733,4629053.4399999995,48099328.0,4629053.4399999995,640,704,10,1.0
m,2.0,78038703241.18182,4629053.4399999995,48099328.0,4629053.4399999995,640,704,10,1.0
l,2.0,156077406482.36365,4629053.4399999995,48099328.0,4629053.4399999995,640,704,10,1.0
xl,2.0,312154812964.7273,4629053.4399999995,48099328.0,4629053.4399999995,640,704,10,1.0
s,2.0,29114184041.033466,5508956.16,48099328.0,5508956.16,640,768,10,1.0
m,2.0,72785460102.58366,5508956.16,48099328.0,5508956.16,640,768,10,1.0
l,2.0,145570920205.16733,5508956.16,48099328.0,5508956.16,640,768,10,1.0
xl,2.0,291141840410.33466,5508956.16,48099328.0,5508956.16,640,768,10,1.0
s,2.0,26085587622.686676,5508956.16,58200186.879999995,5508956.16,704,768,10,1.0
m,2.0,65213969056.71668,5508956.16,58200186.879999995,5508956.16,704,768,10,1.0
l,2.0,130427938113.43336,5508956.16,58200186.879999995,5508956.16,704,768,10,1.0
xl,2.0,260855876226.86673,5508956.16,58200186.879999995,5508956.16,704,768,10,1.0
s,2.0,75948568455.76218,1874575.3599999999,19086704.64,1874575.3599999999,384,448,11,1.0
s,2.0,57321059472.93789,2448424.96,25979125.759999998,2448424.96,448,512,11,1.0
s,2.0,52171547594.58365,3098787.84,25979125.759999998,3098787.84,448,576,11,1.0
s,2.0,44788904803.64086,3098787.84,33931919.36,3098787.84,512,576,11,1.0
m,2.0,111972262009.10214,3098787.84,33931919.36,3098787.84,512,576,11,1.0
l,2.0,223944524018.20428,3098787.84,33931919.36,3098787.84,512,576,11,1.0
xl,2.0,447889048036.40857,3098787.84,33931919.36,3098787.84,512,576,11,1.0
s,2.0,41244546876.98139,3825664.0,33931919.36,3825664.0,512,640,11,1.0
m,2.0,103111367192.45348,3825664.0,33931919.36,3825664.0,512,640,11,1.0
l,2.0,206222734384.90695,3825664.0,33931919.36,3825664.0,512,640,11,1.0
xl,2.0,412445468769.8139,3825664.0,33931919.36,3825664.0,512,640,11,1.0
s,2.0,35957132792.268814,3825664.0,42945085.44,3825664.0,576,640,11,1.0
m,2.0,89892831980.67204,3825664.0,42945085.44,3825664.0,576,640,11,1.0
l,2.0,179785663961.3441,3825664.0,42945085.44,3825664.0,576,640,11,1.0
xl,2.0,359571327922.6882,3825664.0,42945085.44,3825664.0,576,640,11,1.0
s,2.0,33415428357.722588,4629053.4399999995,42945085.44,4629053.4399999995,576,704,11,1.0
m,2.0,83538570894.30647,4629053.4399999995,42945085.44,4629053.4399999995,576,704,11,1.0
l,2.0,167077141788.61295,4629053.4399999995,42945085.44,4629053.4399999995,576,704,11,1.0
xl,2.0,334154283577.2259,4629053.4399999995,42945085.44,4629053.4399999995,576,704,11,1.0
s,2.0,29500785721.56685,4629053.4399999995,53018624.0,4629053.4399999995,640,704,11,1.0
m,2.0,73751964303.91713,4629053.4399999995,53018624.0,4629053.4399999995,640,704,11,1.0
l,2.0,147503928607.83426,4629053.4399999995,53018624.0,4629053.4399999995,640,704,11,1.0
xl,2.0,295007857215.6685,4629053.4399999995,53018624.0,4629053.4399999995,640,704,11,1.0
s,2.0,27617034851.67284,5508956.16,53018624.0,5508956.16,640,768,11,1.0
m,2.0,69042587129.1821,5508956.16,53018624.0,5508956.16,640,768,11,1.0
l,2.0,138085174258.3642,5508956.16,53018624.0,5508956.16,640,768,11,1.0
xl,2.0,276170348516.7284,5508956.16,53018624.0,5508956.16,640,768,11,1.0
s,2.0,24638744559.06546,5508956.16,64152535.04,5508956.16,704,768,11,1.0
m,2.0,61596861397.66365,5508956.16,64152535.04,5508956.16,704,768,11,1.0
l,2.0,123193722795.3273,5508956.16,64152535.04,5508956.16,704,768,11,1.0
xl,2.0,246387445590.6546,5508956.16,64152535.04,5508956.16,704,768,11,1.0
s,2.0,72247663418.08806,1874575.3599999999,20857651.2,1874575.3599999999,384,448,12,1.0
s,2.0,65076679903.99222,2448424.96,20857651.2,2448424.96,384,512,12,1.0
s,2.0,54461449719.87383,2448424.96,28389580.8,2448424.96,448,512,12,1.0
s,2.0,49791988193.451225,3098787.84,28389580.8,3098787.84,448,576,12,1.0
s,2.0,42514452465.005646,3098787.84,37080268.8,3098787.84,512,576,12,1.0
m,2.0,106286131162.51411,3098787.84,37080268.8,3098787.84,512,576,12,1.0
l,2.0,212572262325.02823,3098787.84,37080268.8,3098787.84,512,576,12,1.0
xl,2.0,425144524650.05646,3098787.84,37080268.8,3098787.84,512,576,12,1.0
s,2.0,39308045568.2512,3825664.0,37080268.8,3825664.0,512,640,12,1.0
m,2.0,98270113920.62799,3825664.0,37080268.8,3825664.0,512,640,12,1.0
l,2.0,196540227841.25598,3825664.0,37080268.8,3825664.0,512,640,12,1.0
xl,2.0,393080455682.51196,3825664.0,37080268.8,3825664.0,512,640,12,1.0
s,2.0,34105618782.27967,3825664.0,46929715.2,3825664.0,576,640,12,1.0
m,2.0,85264046955.69917,3825664.0,46929715.2,3825664.0,576,640,12,1.0
l,2.0,170528093911.39835,3825664.0,46929715.2,3825664.0,576,640,12,1.0
xl,2.0,341056187822.7967,3825664.0,46929715.2,3825664.0,576,640,12,1.0
s,2.0,31810577771.401413,4629053.4399999995,46929715.2,4629053.4399999995,576,704,12,1.0
m,2.0,79526444428.50354,4629053.4399999995,46929715.2,4629053.4399999995,576,704,12,1.0
l,2.0,159052888857.00708,4629053.4399999995,46929715.2,4629053.4399999995,576,704,12,1.0
xl,2.0,318105777714.01416,4629053.4399999995,46929715.2,4629053.4399999995,576,704,12,1.0
s,2.0,29631194788.846634,5508956.16,46929715.2,5508956.16,576,768,12,1.0
m,2.0,74077986972.1166,5508956.16,46929715.2,5508956.16,576,768,12,1.0
l,2.0,148155973944.2332,5508956.16,46929715.2,5508956.16,576,768,12,1.0
xl,2.0,296311947888.4664,5508956.16,46929715.2,5508956.16,576,768,12,1.0
s,2.0,26266331795.73169,5508956.16,57937920.0,5508956.16,640,768,12,1.0
m,2.0,65665829489.32922,5508956.16,57937920.0,5508956.16,640,768,12,1.0
l,2.0,131331658978.65845,5508956.16,57937920.0,5508956.16,640,768,12,1.0
xl,2.0,262663317957.3169,5508956.16,57937920.0,5508956.16,640,768,12,1.0
s,2.0,68890682765.52641,1874575.3599999999,22628597.759999998,1874575.3599999999,384,448,13,1.0
s,2.0,62340406066.852615,2448424.96,22628597.759999998,2448424.96,384,512,13,1.0
s,2.0,47620025054.07616,3098787.84,30800035.84,3098787.84,448,576,13,1.0
s,2.0,37545233295.627106,3825664.0,40228618.24,3825664.0,512,640,13,1.0
m,2.0,93863083239.06776,3825664.0,40228618.24,3825664.0,512,640,13,1.0
l,2.0,187726166478.13553,3825664.0,40228618.24,3825664.0,512,640,13,1.0
xl,2.0,375452332956.27106,3825664.0,40228618.24,3825664.0,512,640,13,1.0
s,2.0,34782679156.28641,4629053.4399999995,40228618.24,4629053.4399999995,512,704,13,1.0
m,2.0,86956697890.71602,4629053.4399999995,40228618.24,4629053.4399999995,512,704,13,1.0
l,2.0,173913395781.43204,4629053.4399999995,40228618.24,4629053.4399999995,512,704,13,1.0
xl,2.0,347826791562.8641,4629053.4399999995,40228618.24,4629053.4399999995,512,704,13,1.0
s,2.0,30352815985.17408,4629053.4399999995,50914344.95999999,4629053.4399999995,576,704,13,1.0
m,2.0,75882039962.9352,4629053.4399999995,50914344.95999999,4629053.4399999995,576,704,13,1.0
l,2.0,151764079925.8704,4629053.4399999995,50914344.95999999,4629053.4399999995,576,704,13,1.0
xl,2.0,303528159851.7408,4629053.4399999995,50914344.95999999,4629053.4399999995,576,704,13,1.0
s,2.0,28362353103.091473,5508956.16,50914344.95999999,5508956.16,576,768,13,1.0
m,2.0,70905882757.72868,5508956.16,50914344.95999999,5508956.16,576,768,13,1.0
l,2.0,141811765515.45737,5508956.16,50914344.95999999,5508956.16,576,768,13,1.0
xl,2.0,283623531030.91473,5508956.16,50914344.95999999,5508956.16,576,768,13,1.0
s,2.0,25041589472.461296,5508956.16,62857216.0,5508956.16,640,768,13,1.0
m,2.0,62603973681.15324,5508956.16,62857216.0,5508956.16,640,768,13,1.0
l,2.0,125207947362.30647,5508956.16,62857216.0,5508956.16,640,768,13,1.0
xl,2.0,250415894724.61295,5508956.16,62857216.0,5508956.16,640,768,13,1.0
s,2.0,81775920736.02621,1874575.3599999999,16944128.0,1874575.3599999999,320,448,14,1.0
s,2.0,59824951235.48574,2448424.96,24399544.32,2448424.96,384,512,14,1.0
s,2.0,45629627163.60178,3098787.84,33210490.88,3098787.84,448,576,14,1.0
s,2.0,41956415997.28729,3825664.0,33210490.88,3825664.0,448,640,14,1.0
m,2.0,104891039993.21823,3825664.0,33210490.88,3825664.0,448,640,14,1.0
l,2.0,209782079986.43646,3825664.0,33210490.88,3825664.0,448,640,14,1.0
xl,2.0,419564159972.8729,3825664.0,33210490.88,3825664.0,448,640,14,1.0
s,2.0,35933745211.095406,3825664.0,43376967.68,3825664.0,512,640,14,1.0
m,2.0,89834363027.73851,3825664.0,43376967.68,3825664.0,512,640,14,1.0
l,2.0,179668726055.47702,3825664.0,43376967.68,3825664.0,512,640,14,1.0
xl,2.0,359337452110.95404,3825664.0,43376967.68,3825664.0,512,640,14,1.0
s,2.0,33395229387.288914,4629053.4399999995,43376967.68,4629053.4399999995,512,704,14,1.0
m,2.0,83488073468.22229,4629053.4399999995,43376967.68,4629053.4399999995,512,704,14,1.0
l,2.0,166976146936.44458,4629053.4399999995,43376967.68,4629053.4399999995,512,704,14,1.0
xl,2.0,333952293872.88916,4629053.4399999995,43376967.68,4629053.4399999995,512,704,14,1.0
s,2.0,29022807459.47262,4629053.4399999995,54898974.72,4629053.4399999995,576,704,14,1.0
m,2.0,72557018648.68155,4629053.4399999995,54898974.72,4629053.4399999995,576,704,14,1.0
l,2.0,145114037297.3631,4629053.4399999995,54898974.72,4629053.4399999995,576,704,14,1.0
xl,2.0,290228074594.7262,4629053.4399999995,54898974.72,4629053.4399999995,576,704,14,1.0
s,2.0,27197715774.818756,5508956.16,54898974.72,5508956.16,576,768,14,1.0
m,2.0,67994289437.0469,5508956.16,54898974.72,5508956.16,576,768,14,1.0
l,2.0,135988578874.0938,5508956.16,54898974.72,5508956.16,576,768,14,1.0
xl,2.0,271977157748.1876,5508956.16,54898974.72,5508956.16,576,768,14,1.0
s,2.0,23925973024.150654,5508956.16,67776512.0,5508956.16,640,768,14,1.0
m,2.0,59814932560.37664,5508956.16,67776512.0,5508956.16,640,768,14,1.0
l,2.0,119629865120.75328,5508956.16,67776512.0,5508956.16,640,768,14,1.0
xl,2.0,239259730241.50656,5508956.16,67776512.0,5508956.16,640,768,14,1.0
s,2.0,78750310937.72772,1874575.3599999999,18173952.0,1874575.3599999999,320,448,15,1.0
s,2.0,57504621807.4676,2448424.96,26170490.88,2448424.96,384,512,15,1.0
s,2.0,52323566524.31643,3098787.84,26170490.88,3098787.84,384,576,15,1.0
s,2.0,43798941024.29843,3098787.84,35620945.92,3098787.84,448,576,15,1.0
m,2.0,109497352560.74608,3098787.84,35620945.92,3098787.84,448,576,15,1.0
l,2.0,218994705121.49216,3098787.84,35620945.92,3098787.84,448,576,15,1.0
xl,2.0,437989410242.9843,3098787.84,35620945.92,3098787.84,448,576,15,1.0
s,2.0,40403593760.67665,3825664.0,35620945.92,3825664.0,448,640,15,1.0
m,2.0,101008984401.69162,3825664.0,35620945.92,3825664.0,448,640,15,1.0
l,2.0,202017968803.38324,3825664.0,35620945.92,3825664.0,448,640,15,1.0
xl,2.0,404035937606.7665,3825664.0,35620945.92,3825664.0,448,640,15,1.0
s,2.0,34454898152.42362,3825664.0,46525317.12,3825664.0,512,640,15,1.0
m,2.0,86137245381.05905,3825664.0,46525317.12,3825664.0,512,640,15,1.0
l,2.0,172274490762.1181,3825664.0,46525317.12,3825664.0,512,640,15,1.0
xl,2.0,344548981524.2362,3825664.0,46525317.12,3825664.0,512,640,15,1.0
s,2.0,32114221973.83114,4629053.4399999995,46525317.12,4629053.4399999995,512,704,15,1.0
m,2.0,80285554934.57784,4629053.4399999995,46525317.12,4629053.4399999995,512,704,15,1.0
l,2.0,160571109869.15567,4629053.4399999995,46525317.12,4629053.4399999995,512,704,15,1.0
xl,2.0,321142219738.31134,4629053.4399999995,46525317.12,4629053.4399999995,512,704,15,1.0
s,2.0,29894485952.97805,5508956.16,46525317.12,5508956.16,512,768,15,1.0
m,2.0,74736214882.44511,5508956.16,46525317.12,5508956.16,512,768,15,1.0
l,2.0,149472429764.89023,5508956.16,46525317.12,5508956.16,512,768,15,1.0
xl,2.0,298944859529.78046,5508956.16,46525317.12,5508956.16,512,768,15,1.0
s,2.0,26124952361.671867,5508956.16,58883604.480000004,5508956.16,576,768,15,1.0
m,2.0,65312380904.17967,5508956.16,58883604.480000004,5508956.16,576,768,15,1.0
l,2.0,130624761808.35934,5508956.16,58883604.480000004,5508956.16,576,768,15,1.0
xl,2.0,261249523616.7187,5508956.16,58883604.480000004,5508956.16,576,768,15,1.0
s,2.0,75940600890.15022,1874575.3599999999,19403776.0,1874575.3599999999,320,448,16,1.0
s,2.0,55357561486.83927,2448424.96,27941437.44,2448424.96,384,512,16,1.0
s,2.0,50539969029.10698,3098787.84,27941437.44,3098787.84,384,576,16,1.0
s,2.0,42109484957.33987,3098787.84,38031400.96,3098787.84,448,576,16,1.0
m,2.0,105273712393.34967,3098787.84,38031400.96,3098787.84,448,576,16,1.0
l,2.0,210547424786.69934,3098787.84,38031400.96,3098787.84,448,576,16,1.0
xl,2.0,421094849573.3987,3098787.84,38031400.96,3098787.84,448,576,16,1.0
s,2.0,38961610371.00468,3825664.0,38031400.96,3825664.0,448,640,16,1.0
m,2.0,97404025927.5117,3825664.0,38031400.96,3825664.0,448,640,16,1.0
l,2.0,194808051855.0234,3825664.0,38031400.96,3825664.0,448,640,16,1.0
xl,2.0,389616103710.0468,3825664.0,38031400.96,3825664.0,448,640,16,1.0
s,2.0,30927860354.99998,4629053.4399999995,49673666.56,4629053.4399999995,512,704,16,1.0
m,2.0,77319650887.49995,4629053.4399999995,49673666.56,4629053.4399999995,512,704,16,1.0
l,2.0,154639301774.9999,4629053.4399999995,49673666.56,4629053.4399999995,512,704,16,1.0
xl,2.0,309278603549.9998,4629053.4399999995,49673666.56,4629053.4399999995,512,704,16,1.0
s,2.0,28863827389.693996,5508956.16,49673666.56,5508956.16,512,768,16,1.0
m,2.0,72159568474.235,5508956.16,49673666.56,5508956.16,512,768,16,1.0
l,2.0,144319136948.47,5508956.16,49673666.56,5508956.16,512,768,16,1.0
xl,2.0,288638273896.94,5508956.16,49673666.56,5508956.16,512,768,16,1.0
s,2.0,25133604005.76083,5508956.16,62868234.239999995,5508956.16,576,768,16,1.0
m,2.0,62834010014.40208,5508956.16,62868234.239999995,5508956.16,576,768,16,1.0
l,2.0,125668020028.80415,5508956.16,62868234.239999995,5508956.16,576,768,16,1.0
xl,2.0,251336040057.6083,5508956.16,62868234.239999995,5508956.16,576,768,16,1.0
s,2.0,86886649762.00009,956416.0,19677184.0,1912832.0,640,320,4,2.0
s,2.0,76536050365.57047,956416.0,23809392.64,1912832.0,704,320,4,2.0
s,2.0,67735698555.549774,1377239.04,23809392.64,2754478.08,704,384,4,2.0
s,2.0,60726287171.87206,1377239.04,28335144.96,2754478.08,768,384,4,2.0
s,2.0,86131718411.84688,956416.0,19923148.799999997,1912832.0,576,320,5,2.0
s,2.0,66362330082.704666,1377239.04,24596480.0,2754478.08,640,384,5,2.0
s,2.0,58773735749.673004,1377239.04,29761740.8,2754478.08,704,384,5,2.0
s,2.0,47310155021.07142,1874575.3599999999,35418931.2,3749150.7199999997,768,448,5,2.0
m,2.0,118275387552.67854,1874575.3599999999,35418931.2,3749150.7199999997,768,448,5,2.0
l,2.0,236550775105.3571,1874575.3599999999,35418931.2,3749150.7199999997,768,448,5,2.0
xl,2.0,473101550210.7142,1874575.3599999999,35418931.2,3749150.7199999997,768,448,5,2.0
s,2.0,89063736917.1783,956416.0,18890096.64,1912832.0,512,320,6,2.0
s,2.0,76220017849.87451,956416.0,23907778.56,1912832.0,576,320,6,2.0
s,2.0,67488046949.04788,1377239.04,23907778.56,2754478.08,576,384,6,2.0
s,2.0,59063934355.83305,1377239.04,29515776.0,2754478.08,640,384,6,2.0
s,2.0,47040752796.55395,1874575.3599999999,35714088.96,3749150.7199999997,704,448,6,2.0
m,2.0,117601881991.38487,1874575.3599999999,35714088.96,3749150.7199999997,704,448,6,2.0
l,2.0,235203763982.76974,1874575.3599999999,35714088.96,3749150.7199999997,704,448,6,2.0
xl,2.0,470407527965.5395,1874575.3599999999,35714088.96,3749150.7199999997,704,448,6,2.0
s,2.0,41991634890.084854,1874575.3599999999,42502717.44,3749150.7199999997,768,448,6,2.0
m,2.0,104979087225.21214,1874575.3599999999,42502717.44,3749150.7199999997,768,448,6,2.0
l,2.0,209958174450.4243,1874575.3599999999,42502717.44,3749150.7199999997,768,448,6,2.0
xl,2.0,419916348900.8486,1874575.3599999999,42502717.44,3749150.7199999997,768,448,6,2.0
s,2.0,38311262123.277084,2448424.96,42502717.44,4896849.92,768,512,6,2.0
m,2.0,95778155308.1927,2448424.96,42502717.44,4896849.92,768,512,6,2.0
l,2.0,191556310616.3854,2448424.96,42502717.44,4896849.92,768,512,6,2.0
xl,2.0,383112621232.7708,2448424.96,42502717.44,4896849.92,768,512,6,2.0
s,2.0,80499941473.32256,956416.0,22038446.08,1912832.0,512,320,7,2.0
s,2.0,61247388019.39157,1377239.04,27892408.32,2754478.08,576,384,7,2.0
s,2.0,48110591609.09408,1874575.3599999999,34435072.0,3749150.7199999997,640,448,7,2.0
m,2.0,120276479022.7352,1874575.3599999999,34435072.0,3749150.7199999997,640,448,7,2.0
l,2.0,240552958045.4704,1874575.3599999999,34435072.0,3749150.7199999997,640,448,7,2.0
xl,2.0,481105916090.9408,1874575.3599999999,34435072.0,3749150.7199999997,640,448,7,2.0
s,2.0,42536354767.5182,1874575.3599999999,41666437.120000005,3749150.7199999997,704,448,7,2.0
m,2.0,106340886918.7955,1874575.3599999999,41666437.120000005,3749150.7199999997,704,448,7,2.0
l,2.0,212681773837.591,1874575.3599999999,41666437.120000005,3749150.7199999997,704,448,7,2.0
xl,2.0,425363547675.182,1874575.3599999999,41666437.120000005,3749150.7199999997,704,448,7,2.0
s,2.0,38764167093.630714,2448424.96,41666437.120000005,4896849.92,704,512,7,2.0
m,2.0,96910417734.07678,2448424.96,41666437.120000005,4896849.92,704,512,7,2.0
l,2.0,193820835468.15356,2448424.96,41666437.120000005,4896849.92,704,512,7,2.0
xl,2.0,387641670936.3071,2448424.96,41666437.120000005,4896849.92,704,512,7,2.0
s,2.0,34747388597.537125,2448424.96,49586503.68,4896849.92,768,512,7,2.0
m,2.0,86868471493.84282,2448424.96,49586503.68,4896849.92,768,512,7,2.0
l,2.0,173736942987.68564,2448424.96,49586503.68,4896849.92,768,512,7,2.0
xl,2.0,347473885975.3713,2448424.96,49586503.68,4896849.92,768,512,7,2.0
s,2.0,87801576640.97072,956416.0,19283640.32,1912832.0,448,320,8,2.0
s,2.0,65298233015.1878,1377239.04,25186795.52,2754478.08,512,384,8,2.0
s,2.0,56063192061.983025,1377239.04,31877038.08,2754478.08,576,384,8,2.0
s,2.0,50429566307.66624,1874575.3599999999,31877038.08,3749150.7199999997,576,448,8,2.0
s,2.0,44155062292.40763,1874575.3599999999,39354368.0,3749150.7199999997,640,448,8,2.0
m,2.0,110387655731.01907,1874575.3599999999,39354368.0,3749150.7199999997,640,448,8,2.0
l,2.0,220775311462.03815,1874575.3599999999,39354368.0,3749150.7199999997,640,448,8,2.0
xl,2.0,441550622924.0763,1874575.3599999999,39354368.0,3749150.7199999997,640,448,8,2.0
s,2.0,35652964245.63302,2448424.96,47618785.28,4896849.92,704,512,8,2.0
m,2.0,89132410614.08255,2448424.96,47618785.28,4896849.92,704,512,8,2.0
l,2.0,178264821228.1651,2448424.96,47618785.28,4896849.92,704,512,8,2.0
xl,2.0,356529642456.3302,2448424.96,47618785.28,4896849.92,704,512,8,2.0
